(149,0.657656)
(150,0.850904)
(151,0.968142)
(152,0.9989)
(153,0.940428)
(154,0.797952)
(155,0.584197)
(156,0.318257)
(157,0.0238891)
(158,-0.272617)
(159,-0.544767)
(160,-0.768255)
(161,-0.923117)
(162,-0.99552)
(163,-0.978997)
(164,-0.875022)
(165,-0.692885)
(166,-0.448855)
(167,-0.16473)
(168,0.134114)
(169,0.420974)
(170,0.670229)
(171,0.859616)
(172,0.972215)
(173,0.99797)
(174,0.934579)
(175,0.787705)
(176,0.570468)
(177,0.302273)
(178,0.00707353)
(179,-0.288754)
(180,-0.558789)
(181,-0.778909)
(182,-0.929452)
(183,-0.99697)
(184,-0.975431)
(185,-0.86676)
(186,-0.680664)
(187,-0.433767)
(188,-0.148119)
(189,0.150756)
(190,0.436165)
(191,0.682612)
(192,0.868085)
(193,0.976015)
(194,0.996759)
(195,0.928466)
(196,0.777236)
(197,0.556579)
(198,0.2862)
(199,-0.00974019)
(200,-0.304811)
(201,-0.572653)
(202,-0.789343)
(203,-0.935525)
(204,-0.998137)
(205,-0.971589)
(206,-0.858252)
(207,-0.668251)
(208,-0.418553)
(209,-0.131471)
(210,0.167356)
(211,0.451233)
(212,0.694803)
(213,0.87631)
(214,0.979536)
(215,0.995265)
(216,0.922088)
(217,0.766547)
(218,0.542529)
(219,0.270054)
(220,-0.0265512)
(221,-0.320784)
(222,-0.586356)
(223,-0.799556)
(224,-0.94133)
(225,-0.999021)
(226,-0.967471)
(227,-0.849502)
(228,-0.655645)
(229,-0.403228)
(230,-0.114785)
(231,0.183912)
(232,0.466173)
(233,0.706799)
(234,0.884284)
(235,0.982782)
(236,0.99349)
(237,0.915453)
(238,0.755639)
(239,0.528331)
(240,0.253823)
(241,-0.0433584)
(242,-0.33666)
(243,-0.599895)
(244,-0.809539)
(245,-0.946873)
(246,-0.999624)
(247,-0.963082)
(248,-0.840509)
(249,-0.64286)
(250,-0.387782)
(251,-0.0980628)
(252,0.200408)
(253,0.480985)
(254,0.71859)
(255,0.892012)
(256,0.985751)
(257,0.991435)
(258,0.908556)
(259,0.744523)
(260,0.513978)
(261,0.237521)
(262,-0.0601458)
(263,-0.352448)
(264,-0.613259)
(265,-0.819297)
(266,-0.952147)
(267,-0.999944)
(268,-0.958418)
(269,-0.831283)
(270,-0.629888)
(271,-0.372226)
(272,-0.0813206)
(273,0.216856)
(274,0.495654)
(275,0.730184)
(276,0.899487)
(277,0.988439)
(278,0.989098)
(279,0.901405)
(280,0.73319)
(281,0.49948)
(282,0.221159)
(283,-0.0769238)
(284,-0.368128)
(285,-0.626456)
(286,-0.828823)
(287,-0.95715)
(288,-0.999981)
(289,-0.953486)
(290,-0.821818)
(291,-0.616737)
(292,-0.356572)
(293,-0.0645479)
(294,0.233235)
(295,0.51019)
(296,0.741571)
(297,0.906705)
(298,0.990849)
(299,0.986483)
(300,0.893997)
(301,0.721651)
(302,0.484847)
(303,0.204728)
(304,-0.0936725)
(305,-0.383712)
(306,-0.639476)
(307,-0.838111)
(308,-0.961885)
(309,-0.999735)
(310,-0.948282)
(311,-0.81212)
(312,-0.603419)
(313,-0.34081)
(314,-0.0477645)
(315,0.249555)
(316,0.524581)
(317,0.752743)
(318,0.913669)
(319,0.992978)
(320,0.983588)
(321,0.886335)
(322,0.709912)
(323,0.470071)
(324,0.188245)
(325,-0.110402)
(326,-0.399188)
(327,-0.652309)
(328,-0.847166)
(329,-0.966346)
(330,-0.999207)
(331,-0.94281)
(332,-0.802197)
(333,-0.589923)
(334,-0.324959)
(335,-0.03096)
(336,0.265804)
(337,0.538818)
(338,0.763707)
(339,0.920372)
(340,0.994827)
(341,0.980414)
(342,0.878426)
(343,0.697968)
(344,0.455168)
(345,0.171702)
(346,-0.127101)
(347,-0.414543)
(348,-0.664963)
(349,-0.855978)
(350,-0.970535)
(351,-0.998396)
(352,-0.937074)
(353,-0.792043)
(354,-0.576267)
(355,-0.309008)
(356,-0.0141467)
(357,0.281971)
(358,0.552909)
(359,0.774451)
(360,0.926818)
(361,0.996394)
(362,0.976965)
(363,0.870266)
(364,0.685832)
(365,0.440129)
(366,0.155111)
(367,-0.143756)
(368,-0.429789)
(369,-0.677423)
(370,-0.864551)
(371,-0.97445)
(372,-0.997303)
(373,-0.93107)
(374,-0.78167)
(375,-0.562441)
(376,-0.292971)
(377,0.00266294)
(378,0.298066)
(379,0.566837)
(380,0.78498)
(381,0.933002)
(382,0.99768)
(383,0.973238)
(384,0.861863)
(385,0.673496)
(386,0.424967)
(387,0.138483)
(388,-0.160378)
(389,-0.444906)
(390,-0.689698)
(391,-0.87288)
(392,-0.978088)
(393,-0.995928)
(394,-0.924805)
(395,-0.771071)
(396,-0.548457)
(397,-0.276858)
(398,0.0194795)
(399,0.314069)
(400,0.580611)
(401,0.795288)
(402,0.93892)
(403,0.998684)
(404,0.969238)
(405,0.853212)
(406,0.66097)
(407,0.409691)
(408,0.121809)
(409,-0.176947)
(410,-0.459903)
(411,-0.701778)
(412,-0.880959)
(413,-0.981451)
(414,-0.994272)
(415,-0.918277)
(416,-0.760253)
(417,-0.534324)
(418,-0.260659)
(419,0.0362828)
(420,0.329991)
(421,0.594221)
(422,0.805366)
(423,0.944574)
(424,0.999405)
(425,0.964962)
(426,0.84432)
(427,0.648257)
(428,0.394299)
(429,0.105107)
(430,-0.193473)
(431,-0.474771)
(432,-0.713659)
(433,-0.888789)
(434,-0.984535)
(435,-0.992334)
(436,-0.911488)
(437,-0.749221)
(438,-0.52004)
(439,-0.244394)
(440,0.0530836)
(441,0.345819)
(442,0.607663)
(443,0.815216)
(444,0.949959)
(445,0.999844)
(446,0.960413)
(447,0.83519)
(448,0.635372)
(449,0.378789)
(450,0.0883687)
(451,-0.209945)
(452,-0.489505)
(453,-0.725327)
(454,-0.89637)
(455,-0.987342)
(456,-0.990115)
(457,-0.904442)
(458,-0.737987)
(459,-0.505602)
(460,-0.228052)
(461,0.0698693)
(462,0.36155)
(463,0.620921)
(464,0.824841)
(465,0.955078)
(466,1)
(467,0.955592)
(468,0.825832)
(469,0.622296)
(470,0.363171)
(471,0.071605)
(472,-0.226358)
(473,-0.504087)
(474,-0.736802)
(475,-0.903699)
(476,-0.989869)
(477,-0.987616)
(478,-0.897147)
(479,-0.726535)
(480,-0.491022)
(481,-0.211646)
(482,0.0866353)
(483,0.377164)
(484,0.634016)
(485,0.834232)
(486,0.959927)
(487,0.999873)
(488,0.950506)
(489,0.816232)
(490,0.609044)
(491,0.347451)
(492,0.0548211)
(493,-0.242691)
(494,-0.51854)
(495,-0.748068)
(496,-0.910771)
(497,-0.992117)
(498,-0.984841)
(499,-0.889592)
(500,-0.714876)
(501,-0.476302)
(502,-0.19518)
(503,0.103362)
(504,0.392685)
(505,0.646931)
(506,0.843387)
(507,0.964504)
(508,0.999464)
(509,0.945147)
(510,0.806401)
(511,0.59562)
(512,0.331633)
(513,0.0380369)
(514,-0.258971)
(515,-0.532846)
(516,-0.759122)
(517,-0.917586)
(518,-0.994083)
(519,-0.981784)
(520,-0.881785)
(521,-0.703016)
(522,-0.461448)
(523,-0.178674)
(524,0.120074)
(525,0.408096)
(526,0.659663)
(527,0.852303)
(528,0.968805)
(529,0.998772)
(530,0.93952)
(531,0.796341)
(532,0.582027)
(533,0.315735)
(534,0.0212268)
(535,-0.275178)
(536,-0.547001)
(537,-0.769961)
(538,-0.924136)
(539,-0.995769)
(540,-0.97845)
(541,-0.873728)
(542,-0.690957)
(543,-0.446477)
(544,-0.162103)
(545,0.136752)
(546,0.423391)
(547,0.672209)
(548,0.860971)
(549,0.972835)
(550,0.997797)
(551,0.933627)
(552,0.786057)
(553,0.568282)
(554,0.299734)
(555,0.00441063)
(556,-0.291307)
(557,-0.561002)
(558,-0.780574)
(559,-0.930431)
(560,-0.997173)
(561,-0.97484)
(562,-0.865425)
(563,-0.678713)
(564,-0.431366)
(565,-0.145485)
(566,0.153392)
(567,0.438566)
(568,0.684553)
(569,0.869403)
(570,0.976591)
(571,0.996541)
(572,0.927471)
(573,0.77556)
(574,0.554364)
(575,0.283648)
(576,-0.0124068)
(577,-0.307353)
(578,-0.574831)
(579,-0.790975)
(580,-0.936462)
(581,-0.998296)
(582,-0.970953)
(583,-0.856884)
(584,-0.666267)
(585,-0.416133)
(586,-0.128827)
(587,0.169988)
(588,0.453604)
(589,0.696715)
(590,0.87759)
(591,0.98007)
(592,0.995002)
(593,0.921058)
(594,0.764834)
(595,0.54029)
(596,0.267481)
(597,-0.0292207)
(598,-0.323298)
(599,-0.588511)
(600,-0.801153)
(601,-0.942228)
(602,-0.999136)
(603,-0.966796)
(604,-0.848094)
(605,-0.653632)
(606,-0.400783)
(607,-0.112131)
(608,0.186521)
(609,0.468527)
(610,0.70868)
(611,0.885528)
(612,0.983272)
(613,0.993184)
(614,0.914378)
(615,0.753892)
(616,0.526062)
(617,0.251239)
(618,-0.0460111)
(619,-0.339166)
(620,-0.602024)
(621,-0.811104)
(622,-0.947728)
(623,-0.999693)
(624,-0.962362)
(625,-0.839063)
(626,-0.640813)
(627,-0.385319)
(628,-0.0954199)
(629,0.203017)
(630,0.483318)
(631,0.720445)
(632,0.893216)
(633,0.986194)
(634,0.991083)
(635,0.90744)
(636,0.742737)
(637,0.511686)
(638,0.234941)
(639,-0.0628037)
(640,-0.354938)
(641,-0.615367)
(642,-0.820825)
(643,-0.952956)
(644,-0.999968)
(645,-0.957655)
(646,-0.829796)
(647,-0.627812)
(648,-0.36976)
(649,-0.0786662)
(650,0.219455)
(651,0.497972)
(652,0.732006)
(653,0.900644)
(654,0.988839)
(655,0.988702)
(656,0.900246)
(657,0.731372)
(658,0.497178)
(659,0.218562)
(660,-0.0795786)
(661,-0.37061)
(662,-0.628536)
(663,-0.830306)
(664,-0.957918)
(665,-0.999961)
(666,-0.952678)
(667,-0.820293)
(668,-0.614645)
(669,-0.354083)
(670,-0.0618903)
(671,0.235831)
(672,0.512485)
(673,0.74335)
(674,0.907825)
(675,0.991205)
(676,0.986042)
(677,0.892797)
(678,0.71981)
(679,0.482516)
(680,0.20212)
(681,-0.096331)
(682,-0.386177)
(683,-0.641515)
(684,-0.839561)
(685,-0.96261)
(686,-0.99967)
(687,-0.947431)
(688,-0.810568)
(689,-0.601293)
(690,-0.338305)
(691,-0.0450968)
(692,0.25214)
(693,0.52684)
(694,0.754493)
(695,0.914748)
(696,0.99329)
(697,0.983102)
(698,0.885102)
(699,0.708034)
(700,0.467719)
(701,0.185622)
(702,-0.113056)
(703,-0.401621)
(704,-0.654325)
(705,-0.848578)
(706,-0.967029)
(707,-0.999097)
(708,-0.941921)
(709,-0.800605)
(710,-0.587771)
(711,-0.322432)
(712,-0.0282906)
(713,0.268363)
(714,0.54106)
(715,0.765424)
(716,0.921414)
(717,0.995095)
(718,0.979888)
(719,0.877151)
(720,0.696059)
(721,0.452788)
(722,0.169071)
(723,-0.129734)
(724,-0.416965)
(725,-0.666949)
(726,-0.857356)
(727,-0.971175)
(728,-0.998242)
(729,-0.936141)
(730,-0.790415)
(731,-0.574082)
(732,-0.306467)
(733,-0.0114916)
(734,0.284525)
(735,0.555126)
(736,0.776138)
(737,0.927818)
(738,0.996616)
(739,0.976394)
(740,0.868951)
(741,0.683886)
(742,0.43773)
(743,0.152487)
(744,-0.146391)
(745,-0.432192)
(746,-0.679385)
(747,-0.86589)
(748,-0.975043)
(749,-0.997104)
(750,-0.930095)
(751,-0.780001)
(752,-0.560231)
(753,-0.290431)
(754,0.00532586)
(755,0.300607)
(756,0.569035)
(757,0.786632)
(758,0.933955)
(759,0.997858)
(760,0.972623)
(761,0.860505)
(762,0.67152)
(763,0.422562)
(764,0.135845)
(765,-0.163006)
(766,-0.447296)
(767,-0.691629)
(768,-0.874173)
(769,-0.978639)
(770,-0.995684)
(771,-0.923786)
(772,-0.769367)
(773,-0.546235)
(774,-0.274298)
(775,0.0221418)
(776,0.316604)
(777,0.582783)
(778,0.796895)
(779,0.939833)
(780,0.998817)
(781,0.968577)
(782,0.851816)
(783,0.658975)
(784,0.40726)
(785,0.119165)
(786,-0.179575)
(787,-0.462273)
(788,-0.703667)
(789,-0.882216)
(790,-0.981958)
(791,-0.993983)
(792,-0.917216)
(793,-0.758526)
(794,-0.532071)
(795,-0.258087)
(796,0.0389515)
(797,0.332511)
(798,0.596355)
(799,0.806942)
(800,0.945445)
(801,0.999493)
(802,0.964258)
(803,0.842895)
(804,0.646233)
(805,0.391843)
(806,0.102451)
(807,-0.196093)
(808,-0.477107)
(809,-0.715516)
(810,-0.890009)
(811,-0.984999)
(812,-0.992)
(813,-0.910393)
(814,-0.74746)
(815,-0.517757)
(816,-0.241803)
(817,0.0557502)
(818,0.348309)
(819,0.60977)
(820,0.81676)
(821,0.95079)
(822,0.999887)
(823,0.95967)
(824,0.833727)
(825,0.633308)
(826,0.376316)
(827,0.0857082)
(828,-0.212541)
(829,-0.491819)
(830,-0.727163)
(831,-0.897551)
(832,-0.987762)
(833,-0.989739)
(834,-0.903306)
(835,-0.736183)
(836,-0.503296)
(837,-0.225451)
(838,0.0725179)
(839,0.364024)
(840,0.623012)
(841,0.826348)
(842,0.955866)
(843,0.999998)
(844,0.954806)
(845,0.824323)
(846,0.620203)
(847,0.360682)
(848,0.0689563)
(849,-0.228943)
(850,-0.506392)
(851,-0.738605)
(852,-0.904839)
(853,-0.990243)
(854,-0.987194)
(855,-0.895964)
(856,-0.724707)
(857,-0.488693)
(858,-0.20905)
(859,0.0892955)
(860,0.379636)
(861,0.636067)
(862,0.835701)
(863,0.960668)
(864,0.999827)
(865,0.949673)
(866,0.814695)
(867,0.606924)
(868,0.34496)
(869,0.0521544)
(870,-0.245281)
(871,-0.520808)
(872,-0.749837)
(873,-0.911865)
(874,-0.992448)
(875,-0.984374)
(876,-0.888376)
(877,-0.713006)
(878,-0.473966)
(879,-0.19256)
(880,0.106017)
(881,0.395126)
(882,0.648965)
(883,0.844811)
(884,0.965206)
(885,0.999373)
(886,0.944276)
(887,0.804818)
(888,0.593485)
(889,0.329112)
(890,0.0353682)
(891,-0.261535)
(892,-0.535104)
(893,-0.760848)
(894,-0.918645)
(895,-0.994369)
(896,-0.981276)
(897,-0.880522)
(898,-0.701125)
(899,-0.459077)
(900,-0.176046)
(901,0.12271)
(902,0.410532)
(903,0.661656)
(904,0.853697)
(905,0.969463)
(906,0.998637)
(907,0.938602)
(908,0.794733)
(909,0.579853)
(910,0.3132)
(911,0.018572)
(912,-0.277744)
(913,-0.549222)
(914,-0.771663)
(915,-0.925153)
(916,-0.996009)
(917,-0.977895)
(918,-0.872433)
(919,-0.689024)
(920,-0.444086)
(921,-0.159482)
(922,0.139397)
(923,0.425795)
(924,0.674184)
(925,0.862327)
(926,0.973447)
(927,0.997617)
(928,0.932673)
(929,0.784404)
(930,0.566083)
(931,0.2972)
(932,0.00174007)
(933,-0.293846)
(934,-0.563211)
(935,-0.78224)
(936,-0.9314)
(937,-0.99737)
(938,-0.974244)
(939,-0.864083)
(940,-0.67675)
(941,-0.428969)
(942,-0.142842)
(943,0.156015)
(944,0.440965)
(945,0.686498)
(946,0.870712)
(947,0.977162)
(948,0.996316)
(949,0.926469)
(950,0.773872)
(951,0.552152)
(952,0.281086)
(953,-0.0150619)
(954,-0.309893)
(955,-0.577015)
(956,-0.792597)
(957,-0.937395)
(958,-0.998447)
(959,-0.970311)
(960,-0.855504)
(961,-0.664285)
(962,-0.413703)
(963,-0.126193)
(964,0.172619)
(965,0.455983)
(966,0.698618)
(967,0.878867)
(968,0.980594)
(969,0.994732)
(970,0.920014)
(971,0.763121)
(972,0.53804)
(973,0.264922)
(974,-0.03189)
(975,-0.325824)
(976,-0.590656)
(977,-0.802748)
(978,-0.943115)
(979,-0.999243)
(980,-0.96611)
(981,-0.846684)
(982,-0.651609)
(983,-0.398348)
(984,-0.109477)
(985,0.189144)
(986,0.470871)
(987,0.710562)
(988,0.886758)
(989,0.983755)
(990,0.992869)
(991,0.9133)
(992,0.752135)
(993,0.523802)
(994,0.248654)
(995,-0.0486787)
(996,-0.341663)
(997,-0.604154)
(998,-0.812654)
(999,-0.948577)
(1000,-0.999756)
(1001,-0.961637)
(1002,-0.837607)
(1003,-0.638772)
(1004,-0.382853)
(1005,-0.0927612)
(1006,0.205616)
(1007,0.485654)
(1008,0.722284)
(1009,0.894413)
(1010,0.986633)
(1011,0.990726)
(1012,0.906315)
(1013,0.740956)
(1014,0.50939)
(1015,0.232344)
(1016,-0.0654536)
(1017,-0.357434)
(1018,-0.617458)
(1019,-0.822348)
(1020,-0.953762)
(1021,-0.999986)
(1022,-0.956883)
(1023,-0.828311)
(1024,-0.625731)
(1025,-0.367277)
(1026,-0.0760188)
(1027,0.222059)
(1028,0.500273)
(1029,0.733823)
(1030,0.901801)
(1031,0.989231)
(1032,0.988299)
(1033,0.899087)
(1034,0.729548)
(1035,0.494859)
(1036,0.21597)
(1037,-0.0822404)
(1038,-0.373075)
(1039,-0.63061)
(1040,-0.831791)
(1041,-0.958677)
(1042,-0.999933)
(1043,-0.951867)
(1044,-0.818763)
(1045,-0.612536)
(1046,-0.351598)
(1047,-0.0592246)
(1048,0.23841)
(1049,0.514776)
(1050,0.745133)
(1051,0.908935)
(1052,0.991555)
(1053,0.985596)
(1054,0.891591)
(1055,0.717954)
(1056,0.480189)
(1057,0.199504)
(1058,-0.0989736)
(1059,-0.388639)
(1060,-0.643561)
(1061,-0.841)
(1062,-0.96333)
(1063,-0.999598)
(1064,-0.946573)
(1065,-0.809001)
(1066,-0.599169)
(1067,-0.335791)
(1068,-0.042444)
(1069,0.254723)
(1070,0.529108)
(1071,0.756233)
(1072,0.915824)
(1073,0.993594)
(1074,0.98261)
(1075,0.883856)
(1076,0.706157)
(1077,0.465356)
(1078,0.183012)
(1079,-0.115709)
(1080,-0.404065)
(1081,-0.65633)
(1082,-0.849988)
(1083,-0.967702)
(1084,-0.99898)
(1085,-0.941021)
(1086,-0.799011)
(1087,-0.585608)
(1088,-0.319917)
(1089,-0.025621)
(1090,0.270935)
(1091,0.543291)
(1092,0.76714)
(1093,0.922442)
(1094,0.995355)
(1095,0.979352)
(1096,0.875872)
(1097,0.694139)
(1098,0.450419)
(1099,0.166438)
(1100,-0.132382)
(1101,-0.419377)
(1102,-0.668937)
(1103,-0.858719)
(1104,-0.971808)
(1105,-0.99808)
(1106,-0.935204)
(1107,-0.788776)
(1108,-0.571906)
(1109,-0.303924)
(1110,-0.00882117)
(1111,0.28707)
(1112,0.557345)
(1113,0.777809)
(1114,0.928811)
(1115,0.996832)
(1116,0.975817)
(1117,0.867626)
(1118,0.681946)
(1119,0.435327)
(1120,0.149847)
(1121,-0.149017)
(1122,-0.434598)
(1123,-0.681331)
(1124,-0.867223)
(1125,-0.975633)
(1126,-0.996899)
(1127,-0.929111)
(1128,-0.778337)
(1129,-0.558017)
(1130,-0.287874)
(1131,0.00798112)
(1132,0.303153)
(1133,0.571217)
(1134,0.788278)
(1135,0.934906)
(1136,0.998028)
(1137,0.971999)
(1138,0.85915)
(1139,0.669538)
(1140,0.42014)
(1141,0.133214)
(1142,-0.16564)
(1143,-0.449669)
(1144,-0.693556)
(1145,-0.875467)
(1146,-0.979181)
(1147,-0.995433)
(1148,-0.922766)
(1149,-0.767659)
(1150,-0.543996)
(1151,-0.271743)
(1152,0.0248117)
(1153,0.319121)
(1154,0.584952)
(1155,0.798505)
(1156,0.940737)
(1157,0.998943)
(1158,0.967914)
(1159,0.850414)
(1160,0.656964)
(1161,0.404834)
(1162,0.116513)
(1163,-0.182186)
(1164,-0.46464)
(1165,-0.705562)
(1166,-0.883463)
(1167,-0.982459)
(1168,-0.993688)
(1169,-0.916149)
(1170,-0.756783)
(1171,-0.529821)
(1172,-0.255506)
(1173,0.0416047)
(1174,0.335028)
(1175,0.598496)
(1176,0.808507)
(1177,0.946312)
(1178,0.999574)
(1179,0.963547)
(1180,0.841455)
(1181,0.644204)
(1182,0.389385)
(1183,0.0998095)
(1184,-0.198711)
(1185,-0.479452)
(1186,-0.717369)
(1187,-0.891224)
(1188,-0.985454)
(1189,-0.991659)
(1190,-0.909285)
(1191,-0.745693)
(1192,-0.51547)
(1193,-0.239226)
(1194,0.0584164)
(1195,0.350811)
(1196,0.611872)
(1197,0.818298)
(1198,0.951609)
(1199,0.999924)
(1200,0.958916)
(1201,0.832258)
(1202,0.631239)
(1203,0.373854)
(1204,0.0830472)
(1205,-0.215149)
(1206,-0.494129)
(1207,-0.728994)
(1208,-0.898719)
(1209,-0.988175)
(1210,-0.989354)
(1211,-0.902164)
(1212,-0.734372)
(1213,-0.501)
(1214,-0.222849)
(1215,0.0751812)
(1216,0.366496)
(1217,0.625099)
(1218,0.82784)
(1219,0.956647)
(1220,0.99999)
(1221,0.954014)
(1222,0.822808)
(1223,0.618118)
(1224,0.35819)
(1225,0.0662918)
(1226,-0.231527)
(1227,-0.508693)
(1228,-0.740392)
(1229,-0.905973)
(1230,-0.990611)
(1231,-0.986769)
(1232,-0.894775)
(1233,-0.722865)
(1234,-0.486362)
(1235,-0.206438)
(1236,0.0919247)
(1237,0.382105)
(1238,0.638125)
(1239,0.837165)
(1240,0.961406)
(1241,0.999774)
(1242,0.948833)
(1243,0.813143)
(1244,0.604799)
(1245,0.342452)
(1246,0.0495177)
(1247,-0.247869)
(1248,-0.523086)
(1249,-0.751601)
(1250,-0.912958)
(1251,-0.992769)
(1252,-0.9839)
(1253,-0.887146)
(1254,-0.711131)
(1255,-0.471612)
(1256,-0.189969)
(1257,0.108673)
(1258,0.397578)
(1259,0.650994)
(1260,0.846236)
(1261,0.965893)
(1262,0.999275)
(1263,0.943394)
(1264,0.803231)
(1265,0.591333)
(1266,0.326618)
(1267,0.0326991)
(1268,-0.264112)
(1269,-0.537358)
(1270,-0.762578)
(1271,-0.919685)
(1272,-0.994649)
(1273,-0.980759)
(1274,-0.879253)
(1275,-0.699218)
(1276,-0.45673)
(1277,-0.173416)
(1278,0.125359)
(1279,0.412966)
(1280,0.663656)
(1281,0.855069)
(1282,0.970115)
(1283,0.998494)
(1284,0.937677)
(1285,0.793109)
(1286,0.5777)
(1287,0.310663)
(1288,0.0159018)
(1289,-0.280309)
(1290,-0.551452)
(1291,-0.773339)
(1292,-0.926164)
(1293,-0.996244)
(1294,-0.977334)
(1295,-0.871125)
(1296,-0.687108)
(1297,-0.441691)
(1298,-0.156845)
(1299,0.142041)
(1300,0.42821)
(1301,0.676131)
(1302,0.863676)
(1303,0.974054)
(1304,0.997429)
(1305,0.931706)
(1306,0.782763)
(1307,0.563879)
(1308,0.294649)
(1309,-0.000930508)
(1310,-0.296397)
(1311,-0.56539)
(1312,-0.783901)
(1313,-0.932369)
(1314,-0.99756)
(1315,-0.973639)
(1316,-0.862752)
(1317,-0.674781)
(1318,-0.426555)
(1319,-0.140199)
(1320,0.158652)
(1321,0.443333)
(1322,0.688437)
(1323,0.872023)
(1324,0.977726)
(1325,0.996084)
(1326,0.925472)
(1327,0.772177)
(1328,0.549924)
(1329,0.278522)
(1330,-0.0177321)
(1331,-0.312402)
(1332,-0.579194)
(1333,-0.794222)
(1334,-0.938322)
(1335,-0.998592)
(1336,-0.969669)
(1337,-0.854119)
(1338,-0.662286)
(1339,-0.41127)
(1340,-0.123543)
(1341,0.175219)
(1342,0.458358)
(1343,0.700526)
(1344,0.880138)
(1345,0.981114)
(1346,0.994458)
(1347,0.918964)
(1348,0.761393)
(1349,0.535787)
(1350,0.262346)
(1351,-0.0345286)
(1352,-0.328348)
(1353,-0.592808)
(1354,-0.804338)
(1355,-0.943999)
(1356,-0.999343)
(1357,-0.965417)
(1358,-0.84526)
(1359,-0.649581)
(1360,-0.395897)
(1361,-0.106853)
(1362,0.191766)
(1363,0.473226)
(1364,0.712439)
(1365,0.88799)
(1366,0.984226)
(1367,0.992547)
(1368,0.912209)
(1369,0.750372)
(1370,0.521525)
(1371,0.246096)
(1372,-0.0513459)
(1373,-0.344172)
(1374,-0.60628)
(1375,-0.814207)
(1376,-0.949409)
(1377,-0.999811)
(1378,-0.960901)
(1379,-0.836146)
(1380,-0.636715)
(1381,-0.380413)
(1382,-0.0901018)
(1383,0.208229)
(1384,0.487987)
(1385,0.724128)
(1386,0.895591)
(1387,0.987064)
(1388,0.99036)
(1389,0.905183)
(1390,0.73916)
(1391,0.507116)
(1392,0.229746)
(1393,-0.0681182)
(1394,-0.359927)
(1395,-0.619556)
(1396,-0.823847)
(1397,-0.954561)
(1398,-0.999997)
(1399,-0.956104)
(1400,-0.826812)
(1401,-0.623669)
(1402,-0.364792)
(1403,-0.0733557)
(1404,0.224662)
(1405,0.502583)
(1406,0.735614)
(1407,0.902952)
(1408,0.989619)
(1409,0.987888)
(1410,0.897914)
(1411,0.72774)
(1412,0.492537)
(1413,0.213361)
(1414,-0.0849016)
(1415,-0.375551)
(1416,-0.632657)
(1417,-0.833271)
(1418,-0.959433)
(1419,-0.999899)
(1420,-0.951045)
(1421,-0.817244)
